images,masks
/disk_data/data/carvical/Cx22/patches/training/images/a150.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a150_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a201.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a201_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a202.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a202_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a169.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a169_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a28.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a28_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a189.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a189_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a155.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a155_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a246.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a246_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a371.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a371_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a188.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a188_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a194.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a194_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a298.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a298_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a74.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a74_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a70.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a70_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a203.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a203_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a165.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a165_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a318.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a318_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a55.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a55_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a13.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a13_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a273.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a273_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a322.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a322_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a370.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a370_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a287.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a287_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a42.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a42_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a382.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a382_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a364.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a364_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a334.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a334_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a300.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a300_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a168.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a168_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a232.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a232_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a227.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a227_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a345.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a345_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a167.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a167_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a226.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a226_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a354.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a354_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a54.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a54_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a225.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a225_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a24.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a24_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a87.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a87_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a127.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a127_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a89.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a89_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a3.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a3_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a138.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a138_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a46.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a46_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a258.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a258_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a255.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a255_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a191.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a191_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a313.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a313_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a224.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a224_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a37.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a37_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a351.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a351_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a230.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a230_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a19.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a19_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a280.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a280_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a200.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a200_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a392.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a392_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a143.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a143_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a335.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a335_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a378.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a378_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a289.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a289_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a319.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a319_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a244.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a244_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a377.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a377_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a267.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a267_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a260.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a260_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a71.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a71_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a235.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a235_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a108.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a108_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a350.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a350_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a261.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a261_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a163.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a163_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a73.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a73_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a182.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a182_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a96.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a96_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a394.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a394_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a156.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a156_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a137.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a137_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a195.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a195_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a131.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a131_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a252.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a252_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a251.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a251_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a283.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a283_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a309.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a309_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a192.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a192_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a347.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a347_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a276.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a276_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a270.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a270_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a25.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a25_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a356.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a356_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a239.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a239_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a343.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a343_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a72.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a72_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a20.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a20_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a214.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a214_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a29.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a29_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a62.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a62_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a366.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a366_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a344.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a344_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a271.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a271_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a97.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a97_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a375.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a375_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a256.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a256_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a115.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a115_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a388.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a388_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a144.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a144_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a145.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a145_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a399.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a399_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a69.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a69_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a385.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a385_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a307.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a307_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a95.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a95_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a102.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a102_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a78.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a78_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a324.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a324_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a106.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a106_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a57.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a57_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a257.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a257_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a90.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a90_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a187.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a187_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a146.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a146_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a308.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a308_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a86.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a86_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a16.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a16_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a190.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a190_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a60.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a60_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a32.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a32_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a35.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a35_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a162.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a162_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a374.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a374_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a170.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a170_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a367.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a367_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a310.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a310_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a229.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a229_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a105.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a105_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a64.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a64_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a139.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a139_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a22.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a22_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a164.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a164_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a279.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a279_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a157.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a157_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a297.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a297_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a93.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a93_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a386.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a386_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a77.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a77_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a104.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a104_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a210.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a210_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a311.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a311_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a118.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a118_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a49.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a49_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a11.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a11_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a398.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a398_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a220.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a220_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a223.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a223_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a181.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a181_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a45.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a45_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a100.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a100_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a50.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a50_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a274.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a274_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a205.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a205_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a215.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a215_nuc_ins.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a381.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a381_nuc_ins.jpg
