images,masks
/disk_data/data/carvical/Cx22/patches/training/images/a306.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a306_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a372.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a372_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a271.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a271_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a13.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a13_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a162.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a162_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a319.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a319_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a130.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a130_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a183.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a183_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a207.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a207_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a115.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a115_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a293.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a293_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a161.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a161_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a138.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a138_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a38.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a38_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a355.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a355_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a67.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a67_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a137.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a137_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a120.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a120_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a299.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a299_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a194.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a194_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a89.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a89_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a54.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a54_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a41.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a41_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a359.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a359_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a365.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a365_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a28.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a28_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a322.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a322_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a338.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a338_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a216.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a216_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a199.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a199_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a49.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a49_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a297.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a297_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a203.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a203_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a240.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a240_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a119.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a119_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a289.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a289_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a232.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a232_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a284.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a284_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a294.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a294_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a242.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a242_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a255.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a255_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a305.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a305_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a174.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a174_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a267.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a267_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a185.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a185_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a182.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a182_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a298.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a298_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a171.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a171_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a70.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a70_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a87.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a87_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a106.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a106_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a231.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a231_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a25.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a25_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a145.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a145_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a31.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a31_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a202.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a202_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a324.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a324_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a79.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a79_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a37.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a37_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a217.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a217_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a85.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a85_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a135.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a135_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a128.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a128_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a108.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a108_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a58.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a58_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a335.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a335_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a206.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a206_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a123.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a123_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a264.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a264_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a281.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a281_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a350.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a350_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a82.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a82_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a63.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a63_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a357.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a357_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a213.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a213_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a74.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a74_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a225.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a225_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a380.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a380_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a337.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a337_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a175.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a175_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a270.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a270_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a348.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a348_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a117.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a117_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a180.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a180_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a310.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a310_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a369.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a369_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a313.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a313_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a245.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a245_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a3.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a3_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a127.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a127_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a189.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a189_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a153.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a153_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a148.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a148_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a364.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a364_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a101.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a101_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a288.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a288_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a302.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a302_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a388.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a388_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a278.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a278_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a40.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a40_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a291.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a291_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a376.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a376_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a30.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a30_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a276.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a276_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a151.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a151_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a142.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a142_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a94.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a94_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a342.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a342_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a374.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a374_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a260.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a260_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a247.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a247_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a98.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a98_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a346.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a346_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a5.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a5_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a345.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a345_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a169.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a169_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a46.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a46_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a168.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a168_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a266.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a266_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a147.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a147_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a149.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a149_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a265.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a265_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a223.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a223_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a8.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a8_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a45.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a45_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a107.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a107_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a15.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a15_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a210.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a210_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a159.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a159_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a352.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a352_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a349.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a349_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a328.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a328_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a125.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a125_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a51.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a51_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a156.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a156_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a383.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a383_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a150.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a150_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a22.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a22_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a62.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a62_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a53.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a53_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a330.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a330_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a140.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a140_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a196.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a196_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a300.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a300_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a218.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a218_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a23.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a23_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a121.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a121_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a76.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a76_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a237.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a237_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a375.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a375_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a158.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a158_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a362.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a362_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a262.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a262_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a219.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a219_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a279.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a279_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a243.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a243_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a307.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a307_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a256.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a256_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a295.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a295_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a201.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a201_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a394.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a394_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a226.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a226_cyto_clumps.jpg
/disk_data/data/carvical/Cx22/patches/training/images/a311.jpg,/disk_data/data/carvical/Cx22/patches/training/masks/a311_cyto_clumps.jpg
